,country,athlete_name,sport_name,event_name,medal_type
15,Australia,TITMUS Ariarne,Swimming;SWM;,Women's 200m Freestyle,Gold Medal
16,Japan,OHASHI Yui,Swimming;SWM;,Women's 200m Individual Medley,Gold Medal
17,Australia,TITMUS Ariarne,Swimming;SWM;,Women's 400m Freestyle,Gold Medal
18,Japan,OHASHI Yui,Swimming;SWM;,Women's 400m Individual Medley,Gold Medal
19,Australia,CAMPBELL Bronte,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Gold Medal
0,Australia,CAMPBELL Cate,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Gold Medal
1,Australia,HARRIS Meg,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Gold Medal
2,Australia,McKEON Emma,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Gold Medal
3,Australia,O'CALLAGHAN Mollie,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Gold Medal
4,Australia,WILSON Madison,Swimming;SWM;,Women's 4 x 100m Freestyle Relay,Gold Medal
5,Australia,CAMPBELL Cate,Swimming;SWM;,Women's 4 x 100m Medley Relay,Gold Medal
6,Australia,HODGES Chelsea,Swimming;SWM;,Women's 4 x 100m Medley Relay,Gold Medal
7,Australia,McKEON Emma,Swimming;SWM;,Women's 4 x 100m Medley Relay,Gold Medal
8,Australia,McKEOWN Kaylee,Swimming;SWM;,Women's 4 x 100m Medley Relay,Gold Medal
9,Australia,O'CALLAGHAN Mollie,Swimming;SWM;,Women's 4 x 100m Medley Relay,Gold Medal
10,Australia,SEEBOHM Emily,Swimming;SWM;,Women's 4 x 100m Medley Relay,Gold Medal
11,Australia,THROSSELL Brianna,Swimming;SWM;,Women's 4 x 100m Medley Relay,Gold Medal
12,People's Republic of China,DONG Jie,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Gold Medal
13,People's Republic of China,LI Bingjie,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Gold Medal
14,People's Republic of China,TANG Muhan,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Gold Medal
15,People's Republic of China,YANG Junxuan,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Gold Medal
16,People's Republic of China,ZHANG Yifan,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Gold Medal
17,People's Republic of China,ZHANG Yufei,Swimming;SWM;,Women's 4 x 200m Freestyle Relay,Gold Medal
18,Australia,McKEON Emma,Swimming;SWM;,Women's 50m Freestyle,Gold Medal
19,United States of America,LEDECKY Kathleen,Swimming;SWM;,Women's 800m Freestyle,Gold Medal
0,Great Britain,ANDERSON Freya,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Gold Medal
1,Great Britain,DAWSON Kathleen,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Gold Medal
2,Great Britain,GUY James,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Gold Medal
3,Great Britain,HOPKIN Anna,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Gold Medal
4,Great Britain,PEATY Adam,Swimming;SWM;,Mixed 4 x 100m Medley Relay,Gold Medal
5,People's Republic of China,MA Long,Table Tennis;TTE;,Men's Singles,Gold Medal
6,People's Republic of China,FAN Zhendong,Table Tennis;TTE;,Men's Team,Gold Medal
7,People's Republic of China,MA Long,Table Tennis;TTE;,Men's Team,Gold Medal
8,People's Republic of China,XU Xin,Table Tennis;TTE;,Men's Team,Gold Medal
9,People's Republic of China,CHEN Meng,Table Tennis;TTE;,Women's Singles,Gold Medal
10,People's Republic of China,CHEN Meng,Table Tennis;TTE;,Women's Team,Gold Medal
11,People's Republic of China,SUN Yingsha,Table Tennis;TTE;,Women's Team,Gold Medal
12,People's Republic of China,WANG Manyu,Table Tennis;TTE;,Women's Team,Gold Medal
13,Japan,ITO Mima,Table Tennis;TTE;,Mixed Doubles,Gold Medal
14,Japan,MIZUTANI Jun,Table Tennis;TTE;,Mixed Doubles,Gold Medal
15,Italy,DELL'AQUILA Vito,Taekwondo;TKW;,Men -58kg,Gold Medal
16,Uzbekistan,RASHITOV Ulugbek,Taekwondo;TKW;,Men -68kg,Gold Medal
17,ROC,KHRAMTCOV Maksim,Taekwondo;TKW;,Men -80kg,Gold Medal
18,ROC,LARIN Vladislav,Taekwondo;TKW;,Men +80kg,Gold Medal
19,Thailand,WONGPATTANAKIT Panipak,Taekwondo;TKW;,Women -49kg,Gold Medal
0,United States of America,ZOLOTIC Anastasija,Taekwondo;TKW;,Women -57kg,Gold Medal
1,Croatia,JELIC Matea,Taekwondo;TKW;,Women -67kg,Gold Medal
2,Serbia,MANDIC Milica,Taekwondo;TKW;,Women +67kg,Gold Medal
3,Croatia,MEKTIC Nikola,Tennis;TEN;,Men's Doubles,Gold Medal
4,Croatia,PAVIC Mate,Tennis;TEN;,Men's Doubles,Gold Medal
5,Germany,ZVEREV Alexander,Tennis;TEN;,Men's Singles,Gold Medal
6,Czech Republic,KREJCIKOVA Barbora,Tennis;TEN;,Women's Doubles,Gold Medal
7,Czech Republic,SINIAKOVA Katerina,Tennis;TEN;,Women's Doubles,Gold Medal
8,Switzerland,BENCIC Belinda,Tennis;TEN;,Women's Singles,Gold Medal
9,ROC,PAVLYUCHENKOVA Anastasia,Tennis;TEN;,Mixed Doubles,Gold Medal
10,ROC,RUBLEV Andrey,Tennis;TEN;,Mixed Doubles,Gold Medal
11,Belarus,LITVINOVICH Ivan,Trampoline Gymnastics;GTR;,Men,Gold Medal
12,People's Republic of China,ZHU Xueying,Trampoline Gymnastics;GTR;,Women,Gold Medal
13,Norway,BLUMMENFELT Kristian,Triathlon;TRI;,Men's Individual,Gold Medal
14,Bermuda,DUFFY Flora,Triathlon;TRI;,Women's Individual,Gold Medal
15,Great Britain,BROWNLEE Jonathan,Triathlon;TRI;,Mixed Relay,Gold Medal
16,Great Britain,LEARMONTH Jessica,Triathlon;TRI;,Mixed Relay,Gold Medal
17,Great Britain,TAYLOR-BROWN Georgia,Triathlon;TRI;,Mixed Relay,Gold Medal
18,Great Britain,YEE Alex,Triathlon;TRI;,Mixed Relay,Gold Medal
19,France,BOYER Stephen,Volleyball;VVO;,Men,Gold Medal
0,France,BRIZARD Antoine,Volleyball;VVO;,Men,Gold Medal
1,France,BULTOR Daryl,Volleyball;VVO;,Men,Gold Medal
2,France,CHINENYEZE Barthelemy,Volleyball;VVO;,Men,Gold Medal
3,France,CLEVENOT Trevor,Volleyball;VVO;,Men,Gold Medal
4,France,GREBENNIKOV Jenia,Volleyball;VVO;,Men,Gold Medal
5,France,le GOFF Nicolas,Volleyball;VVO;,Men,Gold Medal
6,France,LOUATI Yacine,Volleyball;VVO;,Men,Gold Medal
7,France,NGAPETH Earvin,Volleyball;VVO;,Men,Gold Medal
8,France,PATRY Jean,Volleyball;VVO;,Men,Gold Medal
9,France,TILLIE Kevin,Volleyball;VVO;,Men,Gold Medal
10,France,TONIUTTI Benjamin,Volleyball;VVO;,Men,Gold Medal
11,United States of America,AKINRADEWO Foluke,Volleyball;VVO;,Women,Gold Medal
12,United States of America,BARTSCH-HACKLEY Michelle,Volleyball;VVO;,Women,Gold Medal
13,United States of America,DREWS Andrea,Volleyball;VVO;,Women,Gold Medal
14,United States of America,HANCOCK Micha,Volleyball;VVO;,Women,Gold Medal
15,United States of America,HILL Kimberly,Volleyball;VVO;,Women,Gold Medal
16,United States of America,LARSON Jordan,Volleyball;VVO;,Women,Gold Medal
17,United States of America,OGBOGU Chiaka,Volleyball;VVO;,Women,Gold Medal
18,United States of America,POULTER Jordyn,Volleyball;VVO;,Women,Gold Medal
19,United States of America,ROBINSON Kelsey,Volleyball;VVO;,Women,Gold Medal
0,United States of America,THOMPSON Jordan,Volleyball;VVO;,Women,Gold Medal
1,United States of America,WASHINGTON Haleigh,Volleyball;VVO;,Women,Gold Medal
2,United States of America,WONG-ORANTES Justine,Volleyball;VVO;,Women,Gold Medal
3,United States of America,FATTAL Rachel,Water Polo;WPO;,Women,Gold Medal
4,United States of America,FISCHER Aria,Water Polo;WPO;,Women,Gold Medal
5,United States of America,FISCHER Makenzie,Water Polo;WPO;,Women,Gold Medal
6,United States of America,GILCHRIST Kaleigh,Water Polo;WPO;,Women,Gold Medal
7,United States of America,HARALABIDIS Stephanie,Water Polo;WPO;,Women,Gold Medal
8,United States of America,HAUSCHILD Paige,Water Polo;WPO;,Women,Gold Medal
9,United States of America,JOHNSON Ashleigh,Water Polo;WPO;,Women,Gold Medal
10,United States of America,LONGAN Amanda,Water Polo;WPO;,Women,Gold Medal
11,United States of America,MUSSELMAN Madeline,Water Polo;WPO;,Women,Gold Medal
12,United States of America,NEUSHUL Jamie,Water Polo;WPO;,Women,Gold Medal
13,United States of America,SEIDEMANN Melissa,Water Polo;WPO;,Women,Gold Medal
14,United States of America,STEFFENS Margaret,Water Polo;WPO;,Women,Gold Medal
15,United States of America,WILLIAMS Alys,Water Polo;WPO;,Women,Gold Medal
16,Uzbekistan,DJURAEV Akbar,Weightlifting;WLF;,Men's 109kg,Gold Medal
17,People's Republic of China,LI Fabin,Weightlifting;WLF;,Men's 61kg,Gold Medal
18,People's Republic of China,CHEN Lijun,Weightlifting;WLF;,Men's 67kg,Gold Medal
19,People's Republic of China,SHI Zhiyong,Weightlifting;WLF;,Men's 73kg,Gold Medal
0,People's Republic of China,LYU Xiaojun,Weightlifting;WLF;,Men's 81kg,Gold Medal
1,Qatar,ELBAKH Fares Ibrahim E H,Weightlifting;WLF;,Men's 96kg,Gold Medal
2,Georgia,TALAKHADZE Lasha,Weightlifting;WLF;,Men's +109kg,Gold Medal
3,People's Republic of China,HOU Zhihui,Weightlifting;WLF;,Women's 49kg,Gold Medal
4,Philippines,DIAZ Hidilyn,Weightlifting;WLF;,Women's 55kg,Gold Medal
5,Chinese Taipei,KUO Hsing-Chun,Weightlifting;WLF;,Women's 59kg,Gold Medal
6,Canada,CHARRON Maude G,Weightlifting;WLF;,Women's 64kg,Gold Medal
7,Ecuador,DAJOMES BARRERA Neisi Patricia,Weightlifting;WLF;,Women's 76kg,Gold Medal
8,People's Republic of China,WANG Zhouyu,Weightlifting;WLF;,Women's 87kg,Gold Medal
9,People's Republic of China,LI Wenwen,Weightlifting;WLF;,Women's +87kg,Gold Medal
10,United States of America,STEVESON Gable Dan,Wrestling;WRE;,Men's Freestyle 125kg,Gold Medal
11,ROC,UGUEV Zavur,Wrestling;WRE;,Men's Freestyle 57kg,Gold Medal
12,Japan,OTOGURO Takuto,Wrestling;WRE;,Men's Freestyle 65kg,Gold Medal
13,ROC,SIDAKOV Zaurbek,Wrestling;WRE;,Men's Freestyle 74kg,Gold Medal
14,United States of America,TAYLOR III David Morris,Wrestling;WRE;,Men's Freestyle 86kg,Gold Medal
15,ROC,SADULAEV Abdulrashid,Wrestling;WRE;,Men's Freestyle 97kg,Gold Medal
16,Cuba,LOPEZ NUNEZ Mijain,Wrestling;WRE;,Men's Greco-Roman 130kg,Gold Medal
17,Cuba,ORTA SANCHEZ Luis Alberto,Wrestling;WRE;,Men's Greco-Roman 60kg,Gold Medal
18,Islamic Republic of Iran,GERAEI Mohammadreza,Wrestling;WRE;,Men's Greco-Roman 67kg,Gold Medal
19,Hungary,LORINCZ Tamas,Wrestling;WRE;,Men's Greco-Roman 77kg,Gold Medal
0,Ukraine,BELENIUK Zhan,Wrestling;WRE;,Men's Greco-Roman 87kg,Gold Medal
1,ROC,EVLOEV Musa,Wrestling;WRE;,Men's Greco-Roman 97kg,Gold Medal
2,Japan,SUSAKI Yui,Wrestling;WRE;,Women's Freestyle 50kg,Gold Medal
3,Japan,MUKAIDA Mayu,Wrestling;WRE;,Women's Freestyle 53kg,Gold Medal
4,Japan,KAWAI Risako,Wrestling;WRE;,Women's Freestyle 57kg,Gold Medal
5,Japan,KAWAI Yukako,Wrestling;WRE;,Women's Freestyle 62kg,Gold Medal
6,United States of America,MENSAH STOCK Tamyra Mariama,Wrestling;WRE;,Women's Freestyle 68kg,Gold Medal
7,Germany,ROTTER FOCKEN Aline,Wrestling;WRE;,Women's Freestyle 76kg,Gold Medal
8,ROC,KARPENKOV Ilia,3x3 Basketball;BK3;,Men,Silver Medal
9,ROC,PISKLOV Kirill,3x3 Basketball;BK3;,Men,Silver Medal
10,ROC,SHAROV Stanislav,3x3 Basketball;BK3;,Men,Silver Medal
11,ROC,ZUEV Alexander,3x3 Basketball;BK3;,Men,Silver Medal
12,ROC,FROLKINA Evgeniia,3x3 Basketball;BK3;,Women,Silver Medal
13,ROC,FROLKINA Olga,3x3 Basketball;BK3;,Women,Silver Medal
14,ROC,KOZIK Yulia,3x3 Basketball;BK3;,Women,Silver Medal
15,ROC,LOGUNOVA Anastasiia,3x3 Basketball;BK3;,Women,Silver Medal
16,Italy,NESPOLI Mauro,Archery;ARC;,Men's Individual,Silver Medal
17,Chinese Taipei,DENG Yu-Cheng,Archery;ARC;,Men's Team,Silver Medal
18,Chinese Taipei,TANG Chih-Chun,Archery;ARC;,Men's Team,Silver Medal
19,Chinese Taipei,WEI Chun-Heng,Archery;ARC;,Men's Team,Silver Medal
0,ROC,OSIPOVA Elena,Archery;ARC;,Women's Individual,Silver Medal
1,ROC,GOMBOEVA Svetlana,Archery;ARC;,Women's Team,Silver Medal
2,ROC,OSIPOVA Elena,Archery;ARC;,Women's Team,Silver Medal
3,ROC,PEROVA Ksenia,Archery;ARC;,Women's Team,Silver Medal
4,Netherlands,SCHLOESSER Gabriela,Archery;ARC;,Mixed Team,Silver Medal
5,Netherlands,WIJLER Steve,Archery;ARC;,Mixed Team,Silver Medal
6,People's Republic of China,XIAO Ruoteng,Artistic Gymnastics;GAR;,Men's All-Around,Silver Medal
7,Spain,ZAPATA Rayderley,Artistic Gymnastics;GAR;,Men's Floor Exercise,Silver Medal
8,Croatia,SRBIC Tin,Artistic Gymnastics;GAR;,Men's Horizontal Bar,Silver Medal
9,Germany,DAUSER Lukas,Artistic Gymnastics;GAR;,Men's Parallel Bars,Silver Medal
10,Chinese Taipei,LEE Chih Kai,Artistic Gymnastics;GAR;,Men's Pommel Horse,Silver Medal
11,People's Republic of China,YOU Hao,Artistic Gymnastics;GAR;,Men's Rings,Silver Medal
12,ROC,ABLIAZIN Denis,Artistic Gymnastics;GAR;,Men's Vault,Silver Medal
13,Japan,HASHIMOTO Daiki,Artistic Gymnastics;GAR;,Men's Team,Silver Medal
14,Japan,KAYA Kazuma,Artistic Gymnastics;GAR;,Men's Team,Silver Medal
15,Japan,KITAZONO Takeru,Artistic Gymnastics;GAR;,Men's Team,Silver Medal
16,Japan,TANIGAWA Wataru,Artistic Gymnastics;GAR;,Men's Team,Silver Medal
17,Brazil,ANDRADE Rebeca,Artistic Gymnastics;GAR;,Women's All-Around,Silver Medal
18,People's Republic of China,TANG Xijing,Artistic Gymnastics;GAR;,Women's Balance Beam,Silver Medal
19,Italy,FERRARI Vanessa,Artistic Gymnastics;GAR;,Women's Floor Exercise,Silver Medal
0,ROC,ILIANKOVA Anastasiia,Artistic Gymnastics;GAR;,Women's Uneven Bars,Silver Medal
1,United States of America,SKINNER Mykayla,Artistic Gymnastics;GAR;,Women's Vault,Silver Medal
2,United States of America,BILES Simone,Artistic Gymnastics;GAR;,Women's Team,Silver Medal
3,United States of America,CHILES Jordan,Artistic Gymnastics;GAR;,Women's Team,Silver Medal
4,United States of America,LEE Sunisa,Artistic Gymnastics;GAR;,Women's Team,Silver Medal
5,United States of America,Mc CALLUM Grace,Artistic Gymnastics;GAR;,Women's Team,Silver Medal
6,People's Republic of China,HUANG Xuechen,Artistic Swimming;SWA;,Duet,Silver Medal
7,People's Republic of China,SUN Wenyan,Artistic Swimming;SWA;,Duet,Silver Medal
8,People's Republic of China,FENG Yu,Artistic Swimming;SWA;,Team,Silver Medal
9,People's Republic of China,GUO Li,Artistic Swimming;SWA;,Team,Silver Medal
10,People's Republic of China,HUANG Xuechen,Artistic Swimming;SWA;,Team,Silver Medal
11,People's Republic of China,LIANG Xinping,Artistic Swimming;SWA;,Team,Silver Medal
12,People's Republic of China,SUN Wenyan,Artistic Swimming;SWA;,Team,Silver Medal
13,People's Republic of China,WANG Qianyi,Artistic Swimming;SWA;,Team,Silver Medal
14,People's Republic of China,XIAO Yanning,Artistic Swimming;SWA;,Team,Silver Medal
15,People's Republic of China,YIN Chengxin,Artistic Swimming;SWA;,Team,Silver Medal
16,Uganda,CHEPTEGEI Joshua,Athletics;ATH;,"Men's 10,000m",Silver Medal
17,United States of America,KERLEY Fred,Athletics;ATH;,Men's 100m,Silver Medal
18,United States of America,HOLLOWAY Grant,Athletics;ATH;,Men's 110m Hurdles,Silver Medal
19,Kenya,CHERUIYOT Timothy,Athletics;ATH;,Men's 1500m,Silver Medal
0,United States of America,BEDNAREK Kenneth,Athletics;ATH;,Men's 200m,Silver Medal
1,Japan,IKEDA Koki,Athletics;ATH;,Men's 20km Race Walk,Silver Medal
2,Ethiopia,GIRMA Lamecha,Athletics;ATH;,Men's 3000m Steeplechase,Silver Medal
3,Colombia,ZAMBRANO Anthony Jose,Athletics;ATH;,Men's 400m,Silver Medal
4,United States of America,BENJAMIN Rai,Athletics;ATH;,Men's 400m Hurdles,Silver Medal
5,Great Britain,HUGHES Zharnel,Athletics;ATH;,Men's 4 x 100m Relay,Silver Medal
6,Great Britain,KILTY Richard,Athletics;ATH;,Men's 4 x 100m Relay,Silver Medal
7,Great Britain,MITCHELL-BLAKE Nethaneel,Athletics;ATH;,Men's 4 x 100m Relay,Silver Medal
8,Great Britain,UJAH Chijindu,Athletics;ATH;,Men's 4 x 100m Relay,Silver Medal
9,Netherlands,AGARD Terrence,Athletics;ATH;,Men's 4 x 400m Relay,Silver Medal
10,Netherlands,ANGELA Ramsey,Athletics;ATH;,Men's 4 x 400m Relay,Silver Medal
11,Netherlands,BONEVACIA Liemarvin,Athletics;ATH;,Men's 4 x 400m Relay,Silver Medal
12,Netherlands,DOBBER Jochem,Athletics;ATH;,Men's 4 x 400m Relay,Silver Medal
13,Netherlands,van DIEPEN Tony,Athletics;ATH;,Men's 4 x 400m Relay,Silver Medal
14,Canada,AHMED Mohammed,Athletics;ATH;,Men's 5000m,Silver Medal
15,Germany,HILBERT Jonathan,Athletics;ATH;,Men's 50km Race Walk,Silver Medal
16,Kenya,ROTICH Ferguson Cheruiyot,Athletics;ATH;,Men's 800m,Silver Medal
17,France,MAYER Kevin,Athletics;ATH;,Men's Decathlon,Silver Medal
18,Sweden,PETTERSSON Simon,Athletics;ATH;,Men's Discus Throw,Silver Medal
19,Norway,HENRIKSEN Eivind,Athletics;ATH;,Men's Hammer Throw,Silver Medal
0,Czech Republic,VADLEJCH Jakub,Athletics;ATH;,Men's Javelin Throw,Silver Medal
1,Cuba,ECHEVARRIA Juan Miguel,Athletics;ATH;,Men's Long Jump,Silver Medal
2,Netherlands,NAGEEYE Abdi,Athletics;ATH;,Men's Marathon,Silver Medal
3,United States of America,NILSEN Christopher,Athletics;ATH;,Men's Pole Vault,Silver Medal
4,United States of America,KOVACS Joe,Athletics;ATH;,Men's Shot Put,Silver Medal
5,People's Republic of China,ZHU Yaming,Athletics;ATH;,Men's Triple Jump,Silver Medal
6,Bahrain,GEZAHEGNE Kalkidan,Athletics;ATH;,"Women's 10,000m",Silver Medal
7,Jamaica,FRASER-PRYCE Shelly-Ann,Athletics;ATH;,Women's 100m,Silver Medal
8,United States of America,HARRISON Kendra,Athletics;ATH;,Women's 100m Hurdles,Silver Medal
9,Great Britain,MUIR Laura,Athletics;ATH;,Women's 1500m,Silver Medal
10,Namibia,MBOMA Christine,Athletics;ATH;,Women's 200m,Silver Medal
11,Colombia,ARENAS Sandra Lorena,Athletics;ATH;,Women's 20km Race Walk,Silver Medal
12,United States of America,FRERICHS Courtney,Athletics;ATH;,Women's 3000m Steeplechase,Silver Medal
13,Dominican Republic,PAULINO Marileidy,Athletics;ATH;,Women's 400m,Silver Medal
14,United States of America,MUHAMMAD Dalilah,Athletics;ATH;,Women's 400m Hurdles,Silver Medal
15,United States of America,DANIELS Teahna,Athletics;ATH;,Women's 4 x 100m Relay,Silver Medal
16,United States of America,GARDNER English,Athletics;ATH;,Women's 4 x 100m Relay,Silver Medal
17,United States of America,HOBBS Aleia,Athletics;ATH;,Women's 4 x 100m Relay,Silver Medal
18,United States of America,OLIVER Javianne,Athletics;ATH;,Women's 4 x 100m Relay,Silver Medal
19,United States of America,PRANDINI Jenna,Athletics;ATH;,Women's 4 x 100m Relay,Silver Medal
0,United States of America,THOMAS Gabrielle,Athletics;ATH;,Women's 4 x 100m Relay,Silver Medal
1,Poland,BAUMGART-WITAN Iga,Athletics;ATH;,Women's 4 x 400m Relay,Silver Medal
2,Poland,HOLUB-KOWALIK Malgorzata,Athletics;ATH;,Women's 4 x 400m Relay,Silver Medal
3,Poland,KACZMAREK Natalia,Athletics;ATH;,Women's 4 x 400m Relay,Silver Medal
4,Poland,KIELBASINSKA Anna,Athletics;ATH;,Women's 4 x 400m Relay,Silver Medal
5,Poland,SWIETY-ERSETIC Justyna,Athletics;ATH;,Women's 4 x 400m Relay,Silver Medal
6,Kenya,OBIRI Hellen,Athletics;ATH;,Women's 5000m,Silver Medal
7,Great Britain,HODGKINSON Keely,Athletics;ATH;,Women's 800m,Silver Medal
8,Germany,PUDENZ Kristin,Athletics;ATH;,Women's Discus Throw,Silver Medal
9,People's Republic of China,WANG Zheng,Athletics;ATH;,Women's Hammer Throw,Silver Medal
10,Netherlands,VETTER Anouk,Athletics;ATH;,Women's Heptathlon,Silver Medal
11,Australia,McDERMOTT Nicola,Athletics;ATH;,Women's High Jump,Silver Medal
12,Poland,ANDREJCZYK Maria,Athletics;ATH;,Women's Javelin Throw,Silver Medal
13,United States of America,REESE Brittney,Athletics;ATH;,Women's Long Jump,Silver Medal
14,Kenya,KOSGEI Brigid,Athletics;ATH;,Women's Marathon,Silver Medal
15,ROC,SIDOROVA Anzhelika,Athletics;ATH;,Women's Pole Vault,Silver Medal
16,United States of America,SAUNDERS Raven,Athletics;ATH;,Women's Shot Put,Silver Medal
17,Portugal,MAMONA Patricia,Athletics;ATH;,Women's Triple Jump,Silver Medal
18,Dominican Republic,FELIZ Lidio Andres,Athletics;ATH;,4 x 400m Relay Mixed,Silver Medal
19,Dominican Republic,MEDINA VENTURA Anabel,Athletics;ATH;,4 x 400m Relay Mixed,Silver Medal
0,Dominican Republic,OGANDO Alexander,Athletics;ATH;,4 x 400m Relay Mixed,Silver Medal
1,Dominican Republic,PAULINO Marileidy,Athletics;ATH;,4 x 400m Relay Mixed,Silver Medal
2,Dominican Republic,SANTOS Luguelin,Athletics;ATH;,4 x 400m Relay Mixed,Silver Medal
3,People's Republic of China,LI Jun Hui,Badminton;BDM;,Men's Doubles,Silver Medal
4,People's Republic of China,LIU Yu Chen,Badminton;BDM;,Men's Doubles,Silver Medal
5,People's Republic of China,CHEN Long,Badminton;BDM;,Men's Singles,Silver Medal
6,People's Republic of China,CHEN Qing Chen,Badminton;BDM;,Women's Doubles,Silver Medal
7,People's Republic of China,JIA Yi Fan,Badminton;BDM;,Women's Doubles,Silver Medal
8,Chinese Taipei,TAI Tzu-Ying,Badminton;BDM;,Women's Singles,Silver Medal
9,People's Republic of China,HUANG Ya Qiong,Badminton;BDM;,Mixed Doubles,Silver Medal
10,People's Republic of China,ZHENG Si Wei,Badminton;BDM;,Mixed Doubles,Silver Medal
11,United States of America,ALLEN Nick,Baseball/Softball;BSB;,Baseball,Silver Medal
12,United States of America,ALVAREZ Eddy,Baseball/Softball;BSB;,Baseball,Silver Medal
13,United States of America,AUSTIN Tyler,Baseball/Softball;BSB;,Baseball,Silver Medal
14,United States of America,BAZ Shane,Baseball/Softball;BSB;,Baseball,Silver Medal
15,United States of America,CARTER Anthony,Baseball/Softball;BSB;,Baseball,Silver Medal
16,United States of America,CASAS Triston,Baseball/Softball;BSB;,Baseball,Silver Medal
17,United States of America,DICKSON Brandon,Baseball/Softball;BSB;,Baseball,Silver Medal
18,United States of America,FEDEROWICZ Tim,Baseball/Softball;BSB;,Baseball,Silver Medal
19,United States of America,FILIA Eric,Baseball/Softball;BSB;,Baseball,Silver Medal
0,United States of America,FRAZIER Todd,Baseball/Softball;BSB;,Baseball,Silver Medal
1,United States of America,GOSE Anthony,Baseball/Softball;BSB;,Baseball,Silver Medal
2,United States of America,JACKSON JR Edwin,Baseball/Softball;BSB;,Baseball,Silver Medal
3,United States of America,KAZMIR Scott,Baseball/Softball;BSB;,Baseball,Silver Medal
4,United States of America,KIVLEHAN Patrick,Baseball/Softball;BSB;,Baseball,Silver Medal
5,United States of America,KOLOZSVARY Mark,Baseball/Softball;BSB;,Baseball,Silver Medal
6,United States of America,LOPEZ Jack,Baseball/Softball;BSB;,Baseball,Silver Medal
7,United States of America,MARTINEZ Nick,Baseball/Softball;BSB;,Baseball,Silver Medal
8,United States of America,McGOUGH Scott,Baseball/Softball;BSB;,Baseball,Silver Medal
9,United States of America,ROBERTSON David,Baseball/Softball;BSB;,Baseball,Silver Medal
10,United States of America,RYAN Joe,Baseball/Softball;BSB;,Baseball,Silver Medal
11,United States of America,RYAN Ryder,Baseball/Softball;BSB;,Baseball,Silver Medal
12,United States of America,STARLING Bubba,Baseball/Softball;BSB;,Baseball,Silver Medal
13,United States of America,WESTBROOK Jamie,Baseball/Softball;BSB;,Baseball,Silver Medal
14,United States of America,WOODS RICHARDSON Simeon,Baseball/Softball;BSB;,Baseball,Silver Medal
15,United States of America,ABBOTT Monica,Baseball/Softball;BSB;,Softball,Silver Medal
16,United States of America,AGUILAR Ali,Baseball/Softball;BSB;,Softball,Silver Medal
17,United States of America,ARIOTO Valerie,Baseball/Softball;BSB;,Softball,Silver Medal
18,United States of America,CARDA Ally,Baseball/Softball;BSB;,Softball,Silver Medal
19,United States of America,CHIDESTER Amanda,Baseball/Softball;BSB;,Softball,Silver Medal
0,United States of America,GARCIA Rachel,Baseball/Softball;BSB;,Softball,Silver Medal
1,United States of America,Mc CLENEY Haylie,Baseball/Softball;BSB;,Softball,Silver Medal
2,United States of America,MOULTRIE Michelle,Baseball/Softball;BSB;,Softball,Silver Medal
3,United States of America,MULIPOLA Dejah,Baseball/Softball;BSB;,Softball,Silver Medal
4,United States of America,MUNRO Aubree,Baseball/Softball;BSB;,Softball,Silver Medal
5,United States of America,NICKLES Bubba,Baseball/Softball;BSB;,Softball,Silver Medal
6,United States of America,OSTERMAN Cat,Baseball/Softball;BSB;,Softball,Silver Medal
7,United States of America,REED Janie,Baseball/Softball;BSB;,Softball,Silver Medal
8,United States of America,SPAULDING Delaney,Baseball/Softball;BSB;,Softball,Silver Medal
9,United States of America,STEWART Kelsey,Baseball/Softball;BSB;,Softball,Silver Medal
10,France,ALBICY Andrew,Basketball;BKB;,Men,Silver Medal
11,France,BATUM Nicolas,Basketball;BKB;,Men,Silver Medal
12,France,CORNELIE Petr,Basketball;BKB;,Men,Silver Medal
13,France,de COLO Nando,Basketball;BKB;,Men,Silver Medal
14,France,FALL Moustapha,Basketball;BKB;,Men,Silver Medal
15,France,FOURNIER Evan,Basketball;BKB;,Men,Silver Medal
16,France,GOBERT Rudy,Basketball;BKB;,Men,Silver Medal
17,France,HEURTEL Thomas,Basketball;BKB;,Men,Silver Medal
18,France,LUWAWU CABARROT Timothe,Basketball;BKB;,Men,Silver Medal
19,France,NTILIKINA Frank,Basketball;BKB;,Men,Silver Medal
0,France,POIRIER Vincent,Basketball;BKB;,Men,Silver Medal
1,France,YABUSELE Guerschon,Basketball;BKB;,Men,Silver Medal
2,Japan,AKAHO Himawari,Basketball;BKB;,Women,Silver Medal
3,Japan,HAYASHI Saki,Basketball;BKB;,Women,Silver Medal
4,Japan,MACHIDA Rui,Basketball;BKB;,Women,Silver Medal
